COD_LOCALE_PROGETTO;DEN_REGIONE;DEN_PROVINCIA;DEN_COMUNE;INDIRIZZO_PROG;OC_TITOLO_PROGETTO;OC_SINTESI_PROGETTO;DESCRIZIONE_GRANDE_PROGETTO;CUP_DESCR_CATEGORIA;CUP_DESCR_NATURA;CUP_DESCR_TIPOLOGIA;CUP_DESCR_SETTORE;CUP_DESCR_SOTTOSETTORE;OC_DATA_INIZIO_PROGETTO;FINANZ_TOTALE_PUBBLICO;label
7VE10045844;MARCHE;MACERATA;Camerino;"";BLUE ENERGY IN PORTS AND COASTAL URBAN AREAS;BLUE ENERGY IS A GROWING SECTOR IN EUROPE THAT HAS BEEN RECENTLY OBSERVED AS A POTENTIAL DRIVER FOR EMPLOYMENT AND INNOVATION AND A PROMISING STUDY SUBJECT FOR RAND D AND EU-FUNDED PROJECTS. NEVERTHELESS, A LIMITED NUMBER OF OPERATING PLANTS EXISTS IN THE MEDITERRANEAN AND IN THE PROGRAMME AREA AND ONLY A FEW OF THEM FOCUSED ON PORTS AND COASTAL INFRASTRUCTURES AS POTENTIAL PLATFORMS FOR BLUE ENERGY PRODUCTION.   THEREFORE, THE OVERALL OBJECTIVE OF COASTENERGY IS TO FOSTER THE CREATION OF A FAVOURABLE ENVIRONMENT FOR BUSINESS INITIATIVES IN THE BLUE ENERGY SECTOR AND PROMOTE THE REALIZATION OF COASTAL BLUE ENERGY SYSTEMS IN THE PROGRAMME AREA, PARTICULARLY FOCUSING ON WAVE AND THERMAL ENERGY CONVERTERS TO BE INTEGRATED IN STRUCTURES SUCH AS BREAKWATERS, MARINAS, ETC. THESE INITIATIVES MUST BE INFORMED AND DESIGNED TO GUARANTEE THE FULL PRESERVATION OF MARINE ECOSYSTEMS AND THE LANDSCAPE, AND ALSO COMPLY WITH THE NEEDS OF OTHER MARITIME ACTIVITIES SUCH AS FISHING, AQUACULTURE, TOURISM,;"";ALTRE RICERCHE;ACQUISTO O REALIZZAZIONE DI SERVIZI;Progetti di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA PRESSO UNIVERSITA' E ISTITUTI DI RICERCA;20190101;1797754.0;s3_4
5MA12813;MARCHE;ANCONA;Polverigi;CROCEVIA SAN VICENZO SN;CODICE PROGETTO: 12813 - POR MARCHE FESR 2014-2020 - ASSE 1 - OS 1 - AZIONE 1.3 - VOUCHER PER FAVORIRE I PROCESSI DI INNOVAZIONE AZIENDALE E LÂ¿UTILIZZO DI NUOVE TECNOLOGIE DIGITALI;CODICE PROGETTO: 12813 - POR MARCHE FESR 2014-2020 - ASSE 1 - OS 1 - AZIONE 1.3 - VOUCHER PER FAVORIRE I PROCESSI DI INNOVAZIONE AZIENDALE E LÂ¿UTILIZZO DI NUOVE TECNOLOGIE DIGITALI;"";ALTRI IMPIANTI PRODUZIONE ENERGIE DA FONTI RINNOVABILI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Acquisto servizi reali (include formazione);INFRASTRUTTURE DEL SETTORE ENERGETICO;PRODUZIONE  DI ENERGIA;20151005;11000.0;s3_1
5MA19188;MARCHE;MACERATA;Montecassiano;Via VILLA MATTEI 65;CODICE PROGETTO: 19188 - POR MARCHE FESR 2014/2020 Â¿ ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.1- INT. 1.1.1 - PROMOZIONE DELLA RICERCA E DELLO SVILUPPO  NEGLI AMBITI DELLA SPECIALIZZAZIONE INTELLIGENTE - LINEA 1 SINGOLE IMPRESE;CODICE PROGETTO: 19188 - POR MARCHE FESR 2014/2020 Â¿ ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.1- INT. 1.1.1 - PROMOZIONE DELLA RICERCA E DELLO SVILUPPO  NEGLI AMBITI DELLA SPECIALIZZAZIONE INTELLIGENTE - LINEA 1 SINGOLE IMPRESE;"";BIOTECNOLOGIE E SALUTE IN GENERE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20200317;269811.0;s3_2
1MISEARS01_01224/16;MARCHE;MACERATA;San Severino Marche;Localita Rocchetta;RESILIENZA E SOSTENIBILITA' DELLE FILIERE ORTOFRUTTICOLE E CEREALICOLE PER VALORIZZARE I TERRITORI;RESILIENZA E SOSTENIBILITA' DELLE FILIERE ORTOFRUTTICOLE E CEREALICOLE PER VALORIZZARE I TERRITORI;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180618;13650.0;s3_1
4IGRUEE447_01327_8081000C26;MARCHE;FERMO;Lapedona;"";SOSTITUZIONE CALDAIA ED ADEGUAMENTO IMPIANTO A MAGGIORE EFFICIENZA ENERGETICA;EFFICIENTAMENTO ENERGETICO DEL COMPLESSO SCOLASTICO SCUOLA DELL'INFANZIA CON SOSTITUZIONE DELLA CENTRALE TERMICA OBSOLETA;"";SPAZI E STRUTTURE PER LE ATTIVITA' DI IMPRESA SOCIALE;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);Manutenzione straordinaria con efficientamento energetico;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;OPERE E INFRASTRUTTURE PER L'IMPRESA SOCIALE;20191014;50000.0;s3_3
5MA10453;MARCHE;MACERATA;Civitanova Marche;Via LUIGI EINAUDI 280;CODICE PROGETTO: 10453 - POR MARCHE FESR 2014-2020 - AZIONE 1.3.3.1. - SELEZIONE DELLE IDEE PROGETTUALI DA AMMETTERE AL SECONDO STADIO DELLA PROCEDURA SELETTIVA PREVISTA DAL BANDO DI CUI AL DDPF N. 118/IRE DEL 04/12/2015;CODICE PROGETTO: 10453 - POR MARCHE FESR 2014-2020 - AZIONE 1.3.3.1. - SELEZIONE DELLE IDEE PROGETTUALI DA AMMETTERE AL SECONDO STADIO DELLA PROCEDURA SELETTIVA PREVISTA DAL BANDO DI CUI AL DDPF N. 118/IRE DEL 04/12/2015;"";BIOTECNOLOGIE E SALUTE IN GENERE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20170119;1596354.9;s3_2
5MA13998;MARCHE;MACERATA;Tolentino;Via CONTRADA ROTONDO  10;CODICE PROGETTO: 13998 - POR MARCHE FESR 2014-2020 - ASSE 8  Â¿ AZIONE 21.1 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿-;CODICE PROGETTO: 13998 - POR MARCHE FESR 2014-2020 - ASSE 8  Â¿ AZIONE 21.1 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿-;"";INNOVAZIONE PROCESSI E PRODOTTI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Ammodernamento con efficientamento energetico;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180219;138051.0;s3_3
1MISEARS01_00914/4;MARCHE;PESARO E URBINO;Montelabbate;Via della Produzione n. 61;DESIGN SOSTENIBILE DI SISTEMI DI ARREDO INTELLIGENTI CON FUNZIONE SALVA-VITA DURANTE EVENTI SISMICI;DESIGN SOSTENIBILE DI SISTEMI DI ARREDO INTELLIGENTI CON FUNZIONE SALVA-VITA DURANTE EVENTI SISMICI;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180604;96000.0;s3_1
1MISEARS01_01031/7;MARCHE;ANCONA;Ancona;Via Giuseppe Verdi, 4;METODI E STRUMENTI INNOVATIVI PER IL REACTIVE PRODUCT DESIGN AND MANUFACTURING;METODI E STRUMENTI INNOVATIVI PER IL REACTIVE PRODUCT DESIGN AND MANUFACTURING;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180401;194040.0;s3_4
5MA17286;MARCHE;MACERATA;Camerino;Via DEL BASTIONE 5;CODICE PROGETTO: 17286 - AZIONE 2.2.  Â¿ INTERVENTO 2.2.2. Â¿ Â¿PROMUOVERE LA PARTECIPAZIONE DELLE IMPRESE AI PROGRAMMI COMUNITARI A GESTIONE DIRETTA DELLA COMMISSIONE EUROPEA, SOSTENENDONE LA PROGETTUALITÃ ;CODICE PROGETTO: 17286 - AZIONE 2.2.  Â¿ INTERVENTO 2.2.2. Â¿ Â¿PROMUOVERE LA PARTECIPAZIONE DELLE IMPRESE AI PROGRAMMI COMUNITARI A GESTIONE DIRETTA DELLA COMMISSIONE EUROPEA, SOSTENENDONE LA PROGETTUALITÃ ;"";BIOTECNOLOGIE E SALUTE IN GENERE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Altro;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20181115;5000.0;s3_2
5MA19022;MARCHE;ASCOLI PICENO;Ascoli Piceno;Via PICENO APRUTINA 53/F;CODICE PROGETTO: 19022 - POR MARCHE FESR 2014/2020 Â¿ ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.1- INT. 1.1.1 - PROMOZIONE DELLA RICERCA E DELLO SVILUPPO  NEGLI AMBITI DELLA SPECIALIZZAZIONE INTELLIGENTE - LINEA 2 AGGREGAZIONE DI IMPRESE;CODICE PROGETTO: 19022 - POR MARCHE FESR 2014/2020 Â¿ ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.1- INT. 1.1.1 - PROMOZIONE DELLA RICERCA E DELLO SVILUPPO  NEGLI AMBITI DELLA SPECIALIZZAZIONE INTELLIGENTE - LINEA 2 AGGREGAZIONE DI IMPRESE;"";BIOTECNOLOGIE E SALUTE IN GENERE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Nuova realizzazione;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20201214;252600.0;s3_2
5MA19027;MARCHE;ASCOLI PICENO;Ascoli Piceno;Via del Lampo snc;CODICE PROGETTO: 19027 - POR MARCHE FESR 2014/2020 - ASSE 8 - OS 20 Â¿ AZIONE 20.1 - INTERVENTO 20.1.1- SOSTEGNO ALLO SVILUPPO DI UNA PIATTAFORMA TECNOLOGICA DI RICERCA COLLABORATIVA NELLE AREE COLPITE DAL SISMA - AMBITO: MANIFATTURA SOSTENIBILE - AREE TEMATICHE : ECOSOSTENIBILITÃ ;CODICE PROGETTO: 19027 - POR MARCHE FESR 2014/2020 - ASSE 8 - OS 20 Â¿ AZIONE 20.1 - INTERVENTO 20.1.1- SOSTEGNO ALLO SVILUPPO DI UNA PIATTAFORMA TECNOLOGICA DI RICERCA COLLABORATIVA NELLE AREE COLPITE DAL SISMA - AMBITO: MANIFATTURA SOSTENIBILE - AREE TEMATICHE : ECOSOSTENIBILITÃ ;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Altro;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20200618;4926992.7;s3_1
5MA10286;MARCHE;ANCONA;Ancona;Via SPADONI 12;CODICE PROGETTO: 10286 - POR MARCHE FESR 2014-2020 - AZIONE 1.3.3.1. - SELEZIONE DELLE IDEE PROGETTUALI DA AMMETTERE AL SECONDO STADIO DELLA PROCEDURA SELETTIVA PREVISTA DAL BANDO DI CUI AL DDPF N. 118/IRE DEL 04/12/2015;CODICE PROGETTO: 10286 - POR MARCHE FESR 2014-2020 - AZIONE 1.3.3.1. - SELEZIONE DELLE IDEE PROGETTUALI DA AMMETTERE AL SECONDO STADIO DELLA PROCEDURA SELETTIVA PREVISTA DAL BANDO DI CUI AL DDPF N. 118/IRE DEL 04/12/2015;"";PROTEZIONE E PROMOZIONE DELLA SALUTE UMANA;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI DIFFUSIONE E COOPERAZIONE PUBBLICO-PRIVATA;20170119;1330443.2;s3_2
5MA13410;MARCHE;ANCONA;Serra de' Conti;Via BRODOLINI 4;CODICE PROGETTO: 13410 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13410 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";INNOVAZIONE PROCESSI E PRODOTTI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Ammodernamento con efficientamento energetico;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180131;145000.0;s3_3
1MISEARS01_00891/1;MARCHE;ANCONA;Ancona;Via Brecce Bianche;CONVERSIONE DI PIATTAFORME OFF SHORE PER USI MULTIPLI ECO-SOSTENIBILI;CONVERSIONE DI PIATTAFORME OFF SHORE PER USI MULTIPLI ECO-SOSTENIBILI;"";ALTRE RICERCHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA PRESSO UNIVERSITA' E ISTITUTI DI RICERCA;20180601;650000.0;s3_1
4MISEF/050275/02/X32;MARCHE;PESARO E URBINO;Mondolfo;VIA E.MATTEI, 9;SVILUPPO DI UN PROCESSO INNOVATIVO DI DISSALAZIONE ECOSOSTENIBILE ATTRAVERSO LO STUDIO, LA PROGETTAZIONE E LA REALIZZAZIONE DI UNA NAVE DISSALATORE;TECNOLOGIE VOLTE A REALIZZARE I SEGUENTI OBIETTIVI DELLA PRIORITA' SFIDE PER LA SOCIETA' PREVISTA DAL PROGRAMMA ORIZZONTE 2020;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20170109;525852.98;s3_1
5MA17507;MARCHE;MACERATA;Camerino;Via Del Bastione 5;CODICE PROGETTO: 17507 - AZIONE 2.2.  Â¿ INTERVENTO 2.2.2. Â¿ Â¿PROMUOVERE LA PARTECIPAZIONE DELLE IMPRESE AI PROGRAMMI COMUNITARI A GESTIONE DIRETTA DELLA COMMISSIONE EUROPEA, SOSTENENDONE LA PROGETTUALITÃ ;CODICE PROGETTO: 17507 - AZIONE 2.2.  Â¿ INTERVENTO 2.2.2. Â¿ Â¿PROMUOVERE LA PARTECIPAZIONE DELLE IMPRESE AI PROGRAMMI COMUNITARI A GESTIONE DIRETTA DELLA COMMISSIONE EUROPEA, SOSTENENDONE LA PROGETTUALITÃ ;"";BIOTECNOLOGIE E SALUTE IN GENERE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Altro;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20190401;30000.0;s3_2
5MA11937;MARCHE;ANCONA;Ancona;Via Brecce bianche 12;CODICE PROGETTO: 11937 - POR MARCHE FESR 2014-2020, ASSE 1, AZIONE 2.2 Â¿ APPROVAZIONE DEL PROGRAMMA DI ATTIVITÃ  2017/2019 PROPOSTO DALLÂ¿ASSOCIAZIONE MARCHE MANUFACTURING DI ANCONA (C.F. 93137630427) E DEI RELATIVI CRITERI DI ATTUAZIONE PER LO SVILUPPO DEL CLUSTER TECNOLOGICO NAZIONALE FABBRICA INTELLIGENTE;CODICE PROGETTO: 11937 - POR MARCHE FESR 2014-2020, ASSE 1, AZIONE 2.2 Â¿ APPROVAZIONE DEL PROGRAMMA DI ATTIVITÃ  2017/2019 PROPOSTO DALLÂ¿ASSOCIAZIONE MARCHE MANUFACTURING DI ANCONA (C.F. 93137630427) E DEI RELATIVI CRITERI DI ATTUAZIONE PER LO SVILUPPO DEL CLUSTER TECNOLOGICO NAZIONALE FABBRICA INTELLIGENTE;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Altro;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20170220;200000.0;manufacturing
1MISEARS01_01031/7;MARCHE;ANCONA;Ancona;Via Giuseppe Verdi, 4;METODI E STRUMENTI INNOVATIVI PER IL REACTIVE PRODUCT DESIGN AND MANUFACTURING;METODI E STRUMENTI INNOVATIVI PER IL REACTIVE PRODUCT DESIGN AND MANUFACTURING;"";ALTRE AREE TECNOLOGICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180401;194040.0;manufacturing
1MISEARS01_01031/4;MARCHE;ANCONA;Ancona;Via Brecce Bianche, 12;METODI E STRUMENTI INNOVATIVI PER IL REACTIVE PRODUCT DESIGN AND MANUFACTURING;METODI E STRUMENTI INNOVATIVI PER IL REACTIVE PRODUCT DESIGN AND MANUFACTURING;"";ALTRE RICERCHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Attivita' di ricerca;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA PRESSO UNIVERSITA' E ISTITUTI DI RICERCA;20180401;466152.0;manufacturing
5MA13616;MARCHE;ANCONA;Ancona;Via ESINO  145/B;CODICE PROGETTO: 13616 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13616 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Acquisto servizi reali (include formazione);OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;20171228;22704.06;manufacturing
5MA13372;MARCHE;MACERATA;Potenza Picena;CONTRADA MARIGNANO scn;CODICE PROGETTO: 13372 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13372 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";INNOVAZIONE PROCESSI E PRODOTTI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Altro;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20171113;145000.0;manufacturing
5MA13410;MARCHE;ANCONA;Serra de' Conti;Via BRODOLINI 4;CODICE PROGETTO: 13410 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13410 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";INNOVAZIONE PROCESSI E PRODOTTI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Ammodernamento con efficientamento energetico;RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180131;145000.0;manufacturing
5MA13661;MARCHE;ANCONA;Osimo;Via di filottrano 35;CODICE PROGETTO: 13661 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13661 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";ALTRI SERVIZI ALLE IMPRESE INDUSTRIALI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Acquisto servizi reali (include formazione);SERVIZI ALLE IMPRESE;SERVIZI ALLE IMPRESE INDUSTRIALI;20180102;145000.0;manufacturing
5MA13661;MARCHE;MACERATA;Montefano;Via della quercia 6;CODICE PROGETTO: 13661 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13661 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";ALTRI SERVIZI ALLE IMPRESE INDUSTRIALI;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Acquisto servizi reali (include formazione);SERVIZI ALLE IMPRESE;SERVIZI ALLE IMPRESE INDUSTRIALI;20180102;145000.0;manufacturing
5MA13380;MARCHE;ANCONA;Maiolati Spontini;Via DELL'ARTIGIANATO 10;CODICE PROGETTO: 13380 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13380 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";ALTRE TECNOLOGIE MECCANICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Acquisto servizi reali (include formazione);RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20171229;145000.0;manufacturing
5MA13430;MARCHE;ANCONA;Trecastelli;Via GALILEO GALILEI 20;CODICE PROGETTO: 13430 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;CODICE PROGETTO: 13430 - POR MARCHE FESR 2014-2020 - ASSE 1 Â¿ OS 1 Â¿ AZIONE 1.3 Â¿MANIFATTURA E LAVORO 4.0 Â¿ SOSTEGNO AI PROCESSI DI INNOVAZIONE AZIENDALE E ALLÂ¿ UTILIZZO DI NUOVE TECNOLOGIE DIGITALI NELLE MPMI MARCHIGIANEÂ¿;"";ALTRE TECNOLOGIE MECCANICHE;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;Acquisto servizi reali (include formazione);RICERCA SVILUPPO TECNOLOGICO ED INNOVAZIONE;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;20180314;45521.05;manufacturing
